City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
167,ketchikan,55.3422,-131.6461,70.27,43,0,5.75,US,1687238043
168,san antonio de pale,-1.4014,5.6325,76.08,74,100,13.76,GQ,1687238043
169,ampanihy,-24.7,44.75,64.56,71,0,6.85,MG,1687238044
170,altamira,-3.2033,-52.2064,71.82,92,33,1.25,BR,1687238044
171,kingston,17.997,-76.7936,85.15,78,20,16.11,JM,1687238035
172,aldinga beach,-35.2793,138.4604,60.44,54,98,7.02,AU,1687238045
173,akcakoca,41.0866,31.1162,67.82,85,75,6.08,TR,1687238046
174,upata,8.0086,-62.3989,75.2,97,84,2.98,VE,1687238046
175,whitehorse,60.7161,-135.0538,68.77,34,75,5.75,CA,1687238047
176,remire-montjoly,4.9167,-52.2667,75.24,94,5,0.0,GF,1687238047
177,opuwo,-18.0607,13.84,54.52,25,0,5.3,NA,1687238047
178,longyearbyen,78.2186,15.6401,40.84,93,75,5.75,SJ,1687238048
179,newton,42.337,-71.2092,59.49,88,0,6.91,US,1687238048
180,port saint john's,-31.6229,29.5448,60.64,37,7,20.36,ZA,1687238048
181,malone,44.8487,-74.2949,51.75,85,0,3.91,US,1687238049
182,saint joseph,39.7686,-94.8466,73.78,80,0,0.0,US,1687237765
183,klyuchi,52.2667,79.1667,68.59,38,0,20.6,RU,1687238050
184,reoti,25.85,84.3833,100.4,37,61,4.47,IN,1687238050
185,pekalongan,-6.8886,109.6753,85.01,69,61,4.65,ID,1687238050
186,palikir - national government center,6.9248,158.1611,88.65,74,75,12.66,FM,1687238051
187,long beach,33.767,-118.1892,66.63,86,75,6.91,US,1687238051
188,damara,4.9608,18.7035,69.69,97,100,2.48,CF,1687238052
189,champerico,14.3,-91.9167,81.88,77,100,2.89,GT,1687238052
190,inari,68.906,27.0288,55.6,56,75,5.77,FI,1687238052
191,paita,-5.0892,-81.1144,72.66,80,5,10.94,PE,1687238053
192,hithadhoo,-0.6,73.0833,82.9,76,98,14.43,MV,1687238053
193,porto velho,-8.7619,-63.9039,73.45,94,0,0.0,BR,1687238053
194,enewetak,11.3474,162.3373,82.26,79,65,16.28,MH,1687238054
195,holualoa,19.6228,-155.9522,76.84,78,40,10.36,US,1687238054
196,qaqortoq,60.7167,-46.0333,35.4,86,35,1.57,GL,1687238055
197,al jawf,29.5,38.75,72.93,35,0,13.4,SA,1687238056
198,mandalgovi,45.7625,106.2708,78.19,18,4,6.22,MN,1687238056
199,iskateley,67.6803,53.1512,47.39,58,16,14.83,RU,1687238056
200,rongelap,11.1635,166.8941,82.44,78,70,15.43,MH,1687238057
201,childress,34.4264,-100.204,83.91,78,0,8.05,US,1687238057
202,navarre,30.4016,-86.8636,78.84,87,20,6.91,US,1687238058
203,ambon,-3.6954,128.1814,89.74,73,40,5.75,ID,1687238058
204,namibe,-15.1961,12.1522,61.48,83,91,2.53,AO,1687238058
205,kone,-21.0595,164.8658,74.8,60,20,4.25,NC,1687238059
206,colac,-38.3333,143.5833,50.16,64,69,5.28,AU,1687238059
207,flying fish cove,-10.4217,105.6791,80.28,89,75,9.22,CX,1687238060
208,turpan,42.9333,89.1667,107.28,8,79,5.7,CN,1687238060
209,weno,7.4515,151.8468,87.75,74,75,6.91,FM,1687238060
210,utrik,11.2278,169.8474,82.51,78,34,16.87,MH,1687238061
211,broken hill,-31.95,141.4333,52.95,48,100,2.73,AU,1687238061
212,wewak,-3.5534,143.6268,83.86,75,61,9.93,PG,1687238062
213,dzilam gonzalez,21.2833,-88.9333,80.98,69,0,9.44,MX,1687238062
214,nizhniy kuranakh,58.8353,125.4869,57.25,97,100,4.5,RU,1687238062
215,south grafton,-29.7,152.95,61.47,24,91,5.08,AU,1687238063
216,harstad,68.799,16.5293,66.81,73,100,2.48,NO,1687238063
217,san luis de la loma,17.2706,-100.8939,84.11,78,24,3.11,MX,1687238064
218,touros,-5.1989,-35.4608,75.69,88,100,11.88,BR,1687238064
219,kruisfontein,-34.0033,24.7314,50.88,75,99,22.84,ZA,1687238064
220,pyt-yakh,60.7499,72.8582,45.59,95,100,19.26,RU,1687238065
221,newman,37.3138,-121.0208,64.63,48,0,6.78,US,1687238065
222,erenhot,43.6475,111.9767,80.55,19,2,11.79,CN,1687238066
223,ostersund,63.1792,14.6357,64.62,33,20,9.22,SE,1687238066
224,sao cristovao,-11.0147,-37.2064,78.71,78,75,8.05,BR,1687238066
225,dien bien phu,21.3833,103.0167,77.07,97,100,1.83,VN,1687237819
226,anadyr,64.75,177.4833,72.1,37,0,6.71,RU,1687238067
227,zelenogorskiy,55.0333,87.0,80.69,42,100,10.51,RU,1687238068
228,sabang,5.8933,95.3214,82.83,71,37,8.19,ID,1687238068
229,pinkafeld,47.3667,16.1167,69.76,68,69,2.71,AT,1687238068
230,altay,47.8667,88.1167,83.68,28,59,5.37,CN,1687238069
231,cidade velha,14.9167,-23.6167,75.67,83,40,9.22,CV,1687238069
232,yuzhno-kurilsk,44.0306,145.8556,57.67,68,85,7.85,RU,1687238069
233,midoun,33.8081,10.9923,73.26,75,85,10.25,TN,1687238070
234,new plymouth,-39.0667,174.0833,58.55,91,82,11.1,NZ,1687238070
235,bouznika,33.7894,-7.1597,70.48,100,75,3.44,MA,1687238071
236,xindi,29.8167,113.4667,85.95,65,13,3.98,CN,1687238071
237,bengkulu,-3.8004,102.2655,83.28,70,100,2.42,ID,1687238072
238,brookings,44.3114,-96.7984,79.14,67,0,12.66,US,1687238072
239,altai,46.3722,96.2583,73.56,14,100,16.31,MN,1687238073
240,vorgashor,67.5833,63.95,40.05,75,100,13.58,RU,1687238073
241,kodiak,57.79,-152.4072,63.91,68,75,10.36,US,1687237987
242,bosobolo,4.1833,19.9,69.58,98,100,1.21,CD,1687238074
243,kerikeri,-35.2268,173.9474,57.9,90,75,4.03,NZ,1687238074
244,zabol,32.25,67.25,89.44,14,1,14.07,AF,1687238075
245,riachao,-7.3619,-46.6172,74.23,55,39,3.02,BR,1687238075
246,luza,60.6308,47.2512,49.01,49,98,8.63,RU,1687238076
247,swidnik,51.219,22.6962,64.69,84,0,2.3,PL,1687237853
248,sabancuy,18.9667,-91.1833,85.08,62,0,8.88,MX,1687238076
249,kargil,34.5667,76.1,61.09,26,0,1.9,IN,1687238077
250,mount gambier,-37.8333,140.7667,50.94,61,100,4.99,AU,1687238078
251,al hazm,16.1641,44.7769,88.29,11,56,0.83,YE,1687238079
252,egilsstadir,65.2653,-14.3948,46.31,87,100,9.22,IS,1687238079
253,nouadhibou,20.931,-17.0347,69.78,83,0,17.27,MR,1687238080
254,constantia,44.1833,28.65,66.88,74,47,12.06,RO,1687238080
255,arendal,58.4615,8.7725,62.4,97,100,9.1,NO,1687237919
256,abhar,36.1468,49.218,76.66,19,0,2.91,IR,1687238081
257,kotel'nich,58.3089,48.348,50.72,69,64,7.14,RU,1687238081
258,ribeira grande,38.5167,-28.7,64.78,94,93,5.01,PT,1687238082
259,uvira,-3.4067,29.1458,74.07,70,72,2.86,CD,1687238082
260,aasiaat,68.7098,-52.8699,37.18,85,100,9.48,GL,1687238083
261,bambanglipuro,-7.95,110.2833,84.18,68,40,9.01,ID,1687237893
262,hanchuan,30.65,113.7667,88.39,57,38,5.3,CN,1687238083
263,daru,-9.0763,143.2092,80.44,71,63,11.27,PG,1687238084
264,kedrovyy,56.1667,91.8167,72.01,40,84,8.03,RU,1687238084
265,black river,18.0264,-77.8487,80.19,74,100,2.3,JM,1687238084
266,timmins,48.4669,-81.3331,58.82,77,0,0.0,CA,1687238085
267,camana,-16.6228,-72.7111,63.59,86,39,8.12,PE,1687238085
268,akrehamn,59.2667,5.1833,63.21,94,75,4.61,NO,1687238086
269,lorengau,-2.0226,147.2712,84.6,73,54,12.91,PG,1687238086
270,greenland,43.0362,-70.8328,59.86,90,100,3.44,US,1687238086
271,stanley,54.868,-1.6985,58.28,91,90,1.45,GB,1687238087
272,livingston,55.9029,-3.5226,60.13,87,20,3.44,GB,1687238087
273,pullman,46.7313,-117.1796,50.23,63,40,0.0,US,1687238088
274,bishnupur,23.0833,87.3167,99.55,40,71,11.63,IN,1687238088
275,el calafate,-50.3408,-72.2768,31.53,63,75,2.28,AR,1687238088
276,timimoun,29.2639,0.231,79.18,13,0,5.75,DZ,1687238089
277,quellon,-43.1167,-73.6167,28.65,100,0,0.0,CL,1687238089
278,obidos,-1.9175,-55.5181,75.02,86,12,1.05,BR,1687238090
279,vanimo,-2.6741,141.3028,83.3,76,95,4.32,PG,1687238090
280,sibut,5.718,19.0739,69.66,96,100,2.33,CF,1687238091
281,sumbawa besar,-8.5,117.4333,88.2,48,20,8.9,ID,1687238091
282,saint-jean-de-monts,46.7833,-2.0667,65.14,90,89,7.83,FR,1687238091
283,peniche,39.3558,-9.3811,63.28,93,6,6.64,PT,1687238092
284,muang xay,20.7,101.9833,79.14,85,100,1.92,LA,1687238092
285,kapuskasing,49.4169,-82.4331,68.09,68,0,3.44,CA,1687238093
286,samarinda,-0.5,117.15,74.52,96,100,5.21,ID,1687238093
287,la passe,45.5549,-0.8967,68.23,94,100,6.98,FR,1687238094
288,viedma,-40.8135,-62.9967,42.04,74,99,8.05,AR,1687238095
289,birzebbuga,35.8258,14.5269,73.15,56,0,1.14,MT,1687238095
290,kailua-kona,19.6406,-155.9956,80.56,78,40,10.36,US,1687238095
291,ohara,35.25,140.3833,71.46,68,95,9.37,JP,1687238096
292,tomatlan,19.9333,-105.25,75.65,73,7,1.14,MX,1687238096
293,afaahiti,-17.75,-149.2833,78.67,81,3,10.8,PF,1687238097
294,nagqu,31.5,92.0,58.08,28,76,9.37,CN,1687238097
295,tralee,52.2704,-9.7026,53.71,96,14,4.18,IE,1687238097
296,mugia,43.1041,-9.2179,56.91,88,8,7.31,ES,1687238098
297,maracaibo,10.6317,-71.6406,82.11,74,5,3.11,VE,1687238098
298,howard springs,-12.497,131.047,87.71,33,52,5.73,AU,1687238099
299,yangshuo,24.7808,110.4897,86.77,74,100,3.22,CN,1687238099
300,sao felix do xingu,-6.6447,-51.995,71.11,87,4,0.56,BR,1687238099
301,zhangzhou,24.5133,117.6556,94.93,53,100,7.78,CN,1687238100
302,haenam,34.5711,126.5989,72.79,69,94,16.33,KR,1687238100
303,ulan bator,47.9077,106.8832,80.73,16,20,4.47,MN,1687238000
304,tura,25.5198,90.2201,82.65,78,65,7.29,IN,1687238102
305,revda,56.801,59.9303,47.12,55,88,12.24,RU,1687238103
306,mata-utu,-13.2816,-176.1745,81.27,74,47,13.91,WF,1687238103
307,batticaloa,7.7102,81.6924,86.9,63,97,2.15,LK,1687238104
308,ivins,37.1686,-113.6794,83.52,26,12,9.55,US,1687238104
309,dubreka,9.7911,-13.5233,78.37,93,97,2.95,GN,1687238105
310,usogorsk,63.4106,48.6872,47.79,51,87,8.72,RU,1687238105
311,selfoss,63.9331,-20.9971,50.04,89,64,6.2,IS,1687238106
312,lebu,-37.6167,-73.65,52.92,80,100,4.09,CL,1687238107
313,akhtubinsk,48.2795,46.1722,68.34,35,2,6.22,RU,1687238107
314,kapa'a,22.0752,-159.319,80.58,81,20,10.36,US,1687238107
315,hasaki,35.7333,140.8333,75.6,65,93,9.71,JP,1687238108
316,novodvinsk,64.4165,40.8122,43.03,61,37,8.75,RU,1687238109
317,naze,28.3667,129.4833,77.88,88,94,9.35,JP,1687237820
318,magdalena contreras,19.2833,-99.2333,69.64,43,5,2.37,MX,1687238109
319,robertsport,6.7533,-11.3686,77.68,83,79,3.71,LR,1687238110
320,karaton,-6.3424,106.1045,88.38,56,95,0.96,ID,1687238110
321,dickinson,29.4608,-95.0513,85.1,89,100,5.75,US,1687238110
322,port lincoln,-34.7333,135.8667,59.23,62,59,12.68,AU,1687238111
323,gizo,-8.103,156.8419,82.89,74,100,4.05,SB,1687238111
324,las heras,-46.5419,-68.9359,29.75,65,0,9.42,AR,1687238112
325,nuku'alofa,-21.1333,-175.2,71.94,68,20,8.05,TO,1687238113
326,ban phai,16.06,102.731,89.82,47,94,14.29,TH,1687238113
327,mil'kovo,55.6078,37.7956,66.69,50,49,9.93,RU,1687238113
328,fale old settlement,-9.3852,-171.2468,82.62,68,12,9.66,TK,1687238114
329,zhangye,38.9342,100.4517,91.96,10,100,5.3,CN,1687238114
330,yeniseysk,58.4497,92.1703,72.21,30,65,10.74,RU,1687238115
331,linxia chengguanzhen,35.6003,103.2064,75.58,37,100,4.7,CN,1687238115
332,sayyan,15.1718,44.3244,69.19,18,44,5.93,YE,1687238116
333,itumbiara,-18.4192,-49.2153,63.03,57,0,3.69,BR,1687237996
334,laojunmiao,39.8333,97.7333,83.88,10,64,12.95,CN,1687238117
335,arraial do cabo,-22.9661,-42.0278,69.01,60,99,4.47,BR,1687238117
336,pacific grove,36.6177,-121.9166,56.88,82,0,8.01,US,1687238100
337,illizi,26.4833,8.4667,84.0,17,0,16.24,DZ,1687238118
338,cacador,-26.7753,-51.015,42.78,99,76,3.13,BR,1687238118
339,springfield,37.2153,-93.2982,72.18,88,0,0.0,US,1687238031
340,fallon,39.4735,-118.7774,54.45,32,0,12.66,US,1687238119
341,sendhwa,21.6833,75.1,90.5,46,99,11.14,IN,1687238119
342,leh,34.1667,77.5833,60.55,28,0,3.31,IN,1687238120
343,champoton,19.35,-90.7167,85.86,59,0,11.43,MX,1687238120
344,hemsby,52.6971,1.6918,62.98,86,85,10.65,GB,1687238121
345,ad dawadimi,24.5077,44.3924,92.55,11,22,11.14,SA,1687238121
346,boyolangu,-8.1181,111.8935,85.14,63,20,6.64,ID,1687238121
347,greenville,35.6127,-77.3663,73.56,89,0,4.61,US,1687238122
348,tayaman,13.2295,120.5726,85.66,72,57,4.68,PH,1687238122
349,itupiranga,-5.1347,-49.3267,75.52,90,3,1.7,BR,1687238123
350,dudhi,24.2167,83.25,104.63,28,20,3.36,IN,1687238124
351,letlhakeng,-24.0944,25.0298,42.44,44,0,8.19,BW,1687237881
352,ponnani,10.767,75.9252,79.92,87,100,3.85,IN,1687238124
353,inhambane,-23.865,35.3833,64.72,82,0,11.01,MZ,1687238125
354,gebeit,21.0667,36.3167,86.09,22,11,6.46,SD,1687238125
355,awjilah,29.1081,21.2869,72.12,48,0,7.81,LY,1687238126
356,batangafo,7.3008,18.2833,69.53,93,100,3.49,CF,1687238126
357,mirnyy,62.5353,113.9611,60.24,36,100,13.0,RU,1687238126
358,acarau,-2.8856,-40.12,76.75,87,40,9.98,BR,1687238127
359,south hedland,-20.4089,118.5983,66.13,100,100,5.75,AU,1687238127
360,moussoro,13.6408,16.4901,85.96,53,100,11.77,TD,1687238128
361,ambovombe,-25.1667,46.0833,65.25,62,0,5.21,MG,1687238128
362,saynshand,44.8824,110.1163,81.3,18,1,5.5,MN,1687238129
363,waddan,29.1614,16.139,70.23,37,0,7.52,LY,1687238129
364,douentza,14.9951,-2.9517,83.93,55,18,10.96,ML,1687238129
365,srinagar,34.0833,74.8167,78.57,54,0,1.57,IN,1687238124
366,yermakovskoye,53.2831,92.4003,84.06,44,37,1.34,RU,1687238130
367,cabo san lucas,22.8909,-109.9124,88.61,61,37,11.39,MX,1687237938
368,senador jose porfirio,-2.5908,-51.9542,73.89,90,11,1.61,BR,1687237880
369,deming,32.2687,-107.7586,82.29,18,0,12.66,US,1687238131
370,raja,8.4596,25.678,71.49,94,100,4.29,SS,1687238132
371,chandia,23.65,80.7,99.12,32,5,11.72,IN,1687238132
372,famagusta,35.125,33.95,78.1,89,0,6.26,CY,1687238133
373,berriane,32.8265,3.7669,83.21,12,34,7.14,DZ,1687238133
374,nguigmi,14.2495,13.1092,85.93,46,100,7.36,NE,1687238134
